Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
921,2025-07-09,CUST921,Male,35,Electronics,1,30,30
922,2025-07-10,CUST922,Female,40,Beauty,2,50,100
923,2025-07-11,CUST923,Male,45,Clothing,3,300,900
924,2025-07-12,CUST924,Female,50,Electronics,4,500,2000
925,2025-07-13,CUST925,Male,25,Beauty,1,30,30
926,2025-07-14,CUST926,Female,30,Clothing,2,50,100
927,2025-07-15,CUST927,Male,35,Electronics,3,300,900
928,2025-07-16,CUST928,Female,40,Beauty,4,500,2000
929,2025-07-17,CUST929,Male,45,Clothing,1,30,30
930,2025-07-18,CUST930,Female,50,Electronics,2,50,100
931,2025-07-19,CUST931,Male,25,Beauty,3,300,900
932,2025-07-20,CUST932,Female,30,Clothing,4,500,2000
933,2025-07-21,CUST933,Male,35,Electronics,1,30,30
934,2025-07-22,CUST934,Female,40,Beauty,2,50,100
935,2025-07-23,CUST935,Male,45,Clothing,3,300,900
936,2025-07-24,CUST936,Female,50,Electronics,4,500,2000
937,2025-07-25,CUST937,Male,25,Beauty,1,30,30
938,2025-07-26,CUST938,Female,30,Clothing,2,50,100
939,2025-07-27,CUST939,Male,35,Electronics,3,300,900
940,2025-07-28,CUST940,Female,40,Beauty,4,500,2000
941,2025-07-29,CUST941,Male,45,Clothing,1,30,30
942,2025-07-30,CUST942,Female,50,Electronics,2,50,100
943,2025-07-31,CUST943,Male,25,Beauty,3,300,900
944,2025-08-01,CUST944,Female,30,Clothing,4,500,2000
945,2025-08-02,CUST945,Male,35,Electronics,1,30,30
946,2025-08-03,CUST946,Female,40,Beauty,2,50,100
947,2025-08-04,CUST947,Male,45,Clothing,3,300,900
948,2025-08-05,CUST948,Female,50,Electronics,4,500,2000
949,2025-08-06,CUST949,Male,25,Beauty,1,30,30
950,2025-08-07,CUST950,Female,30,Clothing,2,50,100
951,2025-08-08,CUST951,Male,35,Electronics,3,300,900
952,2025-08-09,CUST952,Female,40,Beauty,4,500,2000
953,2025-08-10,CUST953,Male,45,Clothing,1,30,30
954,2025-08-11,CUST954,Female,50,Electronics,2,50,100
955,2025-08-12,CUST955,Male,25,Beauty,3,300,900
956,2025-08-13,CUST956,Female,30,Clothing,4,500,2000
957,2025-08-14,CUST957,Male,35,Electronics,1,30,30
958,2025-08-15,CUST958,Female,40,Beauty,2,50,100
959,2025-08-16,CUST959,Male,45,Clothing,3,300,900
960,2025-08-17,CUST960,Female,50,Electronics,4,500,2000
961,2025-08-18,CUST961,Male,25,Beauty,1,30,30
962,2025-08-19,CUST962,Female,30,Clothing,2,50,100
963,2025-08-20,CUST963,Male,35,Electronics,3,300,900
964,2025-08-21,CUST964,Female,40,Beauty,4,500,2000
965,2025-08-22,CUST965,Male,45,Clothing,1,30,30
966,2025-08-23,CUST966,Female,50,Electronics,2,50,100
967,2025-08-24,CUST967,Male,25,Beauty,3,300,900
968,2025-08-25,CUST968,Female,30,Clothing,4,500,2000
969,2025-08-26,CUST969,Male,35,Electronics,1,30,30
970,2025-08-27,CUST970,Female,40,Beauty,2,50,100
971,2025-08-28,CUST971,Male,45,Clothing,3,300,900
972,2025-08-29,CUST972,Female,50,Electronics,4,500,2000
973,2025-08-30,CUST973,Male,25,Beauty,1,30,30
974,2025-08-31,CUST974,Female,30,Clothing,2,50,100
975,2025-09-01,CUST975,Male,35,Electronics,3,300,900
976,2025-09-02,CUST976,Female,40,Beauty,4,500,2000
977,2025-09-03,CUST977,Male,45,Clothing,1,30,30
978,2025-09-04,CUST978,Female,50,Electronics,2,50,100
979,2025-09-05,CUST979,Male,25,Beauty,3,300,900
980,2025-09-06,CUST980,Female,30,Clothing,4,500,2000
981,2025-09-07,CUST981,Male,35,Electronics,1,30,30
982,2025-09-08,CUST982,Female,40,Beauty,2,50,100
983,2025-09-09,CUST983,Male,45,Clothing,3,300,900
984,2025-09-10,CUST984,Female,50,Electronics,4,500,2000
985,2025-09-11,CUST985,Male,25,Beauty,1,30,30
986,2025-09-12,CUST986,Female,30,Clothing,2,50,100
987,2025-09-13,CUST987,Male,35,Electronics,3,300,900
988,2025-09-14,CUST988,Female,40,Beauty,4,500,2000
989,2025-09-15,CUST989,Male,45,Clothing,1,30,30
990,2025-09-16,CUST990,Female,50,Electronics,2,50,100
991,2025-09-17,CUST991,Male,25,Beauty,3,300,900
992,2025-09-18,CUST992,Female,30,Clothing,4,500,2000
993,2025-09-19,CUST993,Male,35,Electronics,1,30,30
994,2025-09-20,CUST994,Female,40,Beauty,2,50,100
995,2025-09-21,CUST995,Male,45,Clothing,3,300,900
996,2025-09-22,CUST996,Female,50,Electronics,4,500,2000
997,2025-09-23,CUST997,Male,25,Beauty,1,30,30
998,2025-09-24,CUST998,Female,30,Clothing,2,50,100
999,2025-09-25,CUST999,Male,35,Electronics,3,300,900
1000,2025-09-26,CUST1000,Female,40,Beauty,4,500,2000
